arm,pair,b_id,slug,file_hit,sym_hit,file_frac,sym_frac,jaccard,n_gold_files,n_gold_syms
null,-,pydata__xarray-4356,xarray,True,False,1.0,0.0,0.011869436201780416,1,1
null,-,pydata__xarray-4695,xarray,True,False,1.0,,0.006230529595015576,1,0
null,-,pydata__xarray-4966,xarray,False,False,0.0,0.0,0.012121212121212121,1,1
null,-,pydata__xarray-6599,xarray,True,False,1.0,0.0,0.009287925696594427,1,2
null,-,pydata__xarray-6721,xarray,False,False,0.0,0.0,0.003115264797507788,1,1
null,-,pydata__xarray-6744,xarray,False,False,0.0,,0.005813953488372093,1,0
null,-,pydata__xarray-6938,xarray,True,False,1.0,0.0,0.036036036036036036,2,9
null,-,pydata__xarray-6992,xarray,True,False,0.5,0.0,0.06297229219143577,2,4
null,-,pydata__xarray-7233,xarray,False,False,0.0,0.0,0.006134969325153374,1,1
null,-,astropy__astropy-12907,astropy,False,False,0.0,0.0,0.0,1,1
null,-,astropy__astropy-13033,astropy,True,False,1.0,0.0,0.0234375,1,3
null,-,astropy__astropy-13236,astropy,False,False,0.0,0.0,0.021220159151193633,1,1
null,-,astropy__astropy-13398,astropy,False,False,0.0,0.0,0.06478405315614617,4,12
null,-,astropy__astropy-13453,astropy,False,True,0.0,1.0,0.005449591280653951,1,1
null,-,astropy__astropy-13579,astropy,False,False,0.0,0.0,0.002688172043010753,1,2
null,-,astropy__astropy-13977,astropy,True,False,1.0,,0.10681818181818181,1,0
null,-,astropy__astropy-14096,astropy,False,False,0.0,,0.021333333333333333,1,0
null,-,astropy__astropy-14182,astropy,False,True,0.0,0.3333333333333333,0.04455445544554455,1,3
null,-,astropy__astropy-14309,astropy,True,True,1.0,1.0,0.005434782608695652,1,1
null,-,astropy__astropy-14365,astropy,False,False,0.0,0.0,0.0,1,2
null,-,astropy__astropy-14369,astropy,False,False,0.0,0.0,0.007281553398058253,2,2
null,-,astropy__astropy-14508,astropy,False,False,0.0,0.0,0.02977667493796526,1,1
null,-,astropy__astropy-14539,astropy,False,False,0.0,0.0,0.0027247956403269754,1,1
null,-,astropy__astropy-14598,astropy,False,False,0.0,0.0,0.0026954177897574125,1,2
null,-,astropy__astropy-14995,astropy,False,False,0.0,0.0,0.008,1,1
null,-,astropy__astropy-7166,astropy,False,False,0.0,0.0,0.008086253369272238,1,1
null,-,astropy__astropy-7336,astropy,False,False,0.0,0.0,0.005405405405405406,1,1
null,-,astropy__astropy-7606,astropy,True,False,1.0,0.0,0.021333333333333333,1,1
null,-,astropy__astropy-7671,astropy,False,False,0.0,0.0,0.02056555269922879,1,1
null,-,astropy__astropy-8707,astropy,False,False,0.0,0.0,0.06458333333333334,2,1
null,-,astropy__astropy-8872,astropy,True,True,1.0,1.0,0.0316622691292876,1,1
null,-,matplotlib__matplotlib-13989,matplotlib,False,False,0.0,0.0,0.0027100271002710027,1,1
null,-,matplotlib__matplotlib-14623,matplotlib,True,False,0.3333333333333333,0.0,0.010471204188481676,3,6
null,-,matplotlib__matplotlib-20488,matplotlib,False,False,0.0,0.0,0.013262599469496022,1,1
null,-,matplotlib__matplotlib-20676,matplotlib,False,False,0.0,0.0,0.010471204188481676,1,1
null,-,matplotlib__matplotlib-20826,matplotlib,True,False,1.0,0.0,0.015789473684210527,1,1
null,-,matplotlib__matplotlib-20859,matplotlib,False,False,0.0,,0.013262599469496022,1,0
null,-,matplotlib__matplotlib-21568,matplotlib,True,False,1.0,0.0,0.007874015748031496,1,1
null,-,matplotlib__matplotlib-22719,matplotlib,True,True,1.0,0.5,0.01084010840108401,1,2
null,-,matplotlib__matplotlib-22865,matplotlib,False,False,0.0,0.0,0.002652519893899204,1,1
null,-,matplotlib__matplotlib-22871,matplotlib,True,False,1.0,0.0,0.008,1,1
null,-,matplotlib__matplotlib-23299,matplotlib,False,False,0.0,0.0,0.013333333333333334,1,1
null,-,matplotlib__matplotlib-23314,matplotlib,False,False,0.0,0.0,0.008152173913043478,1,1
null,-,matplotlib__matplotlib-23412,matplotlib,False,False,0.0,0.0,0.0106951871657754,1,1
null,-,matplotlib__matplotlib-23476,matplotlib,False,False,0.0,,0.007978723404255319,1,0
null,-,matplotlib__matplotlib-24026,matplotlib,False,False,0.0,0.0,0.015915119363395226,1,1
null,-,matplotlib__matplotlib-24149,matplotlib,False,False,0.0,0.0,0.007936507936507936,1,1
null,-,matplotlib__matplotlib-24177,matplotlib,True,False,1.0,0.0,0.005390835579514825,1,1
null,-,matplotlib__matplotlib-24570,matplotlib,False,False,0.0,0.0,0.0,1,1
null,-,matplotlib__matplotlib-24627,matplotlib,True,False,1.0,,0.008064516129032258,1,0
null,-,matplotlib__matplotlib-24637,matplotlib,False,False,0.0,0.0,0.00267379679144385,1,1
null,-,matplotlib__matplotlib-24870,matplotlib,False,False,0.0,0.0,0.007792207792207792,2,5
null,-,matplotlib__matplotlib-24970,matplotlib,True,False,1.0,,0.04404145077720207,1,0
null,-,matplotlib__matplotlib-25122,matplotlib,False,False,0.0,0.0,0.002702702702702703,1,1
null,-,matplotlib__matplotlib-25287,matplotlib,True,True,1.0,1.0,0.0026666666666666666,1,1
null,-,matplotlib__matplotlib-25311,matplotlib,False,False,0.0,0.0,0.005333333333333333,1,1
null,-,matplotlib__matplotlib-25332,matplotlib,False,False,0.0,0.0,0.010471204188481676,1,1
null,-,matplotlib__matplotlib-25479,matplotlib,True,False,1.0,0.0,0.03655352480417755,2,1
null,-,matplotlib__matplotlib-25775,matplotlib,False,False,0.0,0.0,0.022277227722772276,3,8
null,-,matplotlib__matplotlib-25960,matplotlib,False,False,0.0,0.0,0.03209876543209877,1,1
null,-,matplotlib__matplotlib-26113,matplotlib,False,False,0.0,0.0,0.0,1,1
null,-,matplotlib__matplotlib-26208,matplotlib,True,False,1.0,0.0,0.005405405405405406,1,2
null,-,matplotlib__matplotlib-26291,matplotlib,False,False,0.0,0.0,0.0,1,1
null,-,matplotlib__matplotlib-26342,matplotlib,False,False,0.0,0.0,0.00804289544235925,1,2
null,-,matplotlib__matplotlib-26466,matplotlib,False,False,0.0,0.0,0.020887728459530026,1,2
null,-,pytest-dev__pytest-10051,pytest,False,False,0.0,0.0,0.0,1,4
null,-,pytest-dev__pytest-10081,pytest,False,False,0.0,0.0,0.011467889908256881,1,1
null,-,pytest-dev__pytest-10356,pytest,True,True,1.0,0.5,0.028199566160520606,1,2
null,-,pytest-dev__pytest-5262,pytest,False,False,0.0,0.0,0.00234192037470726,1,2
null,-,pytest-dev__pytest-5631,pytest,False,False,0.0,0.0,0.01839080459770115,1,1
null,-,pytest-dev__pytest-5787,pytest,True,False,1.0,0.0,0.04554455445544554,1,13
null,-,pytest-dev__pytest-5809,pytest,False,False,0.0,0.0,0.011682242990654205,1,1
null,-,pytest-dev__pytest-5840,pytest,True,False,0.5,0.0,0.031982942430703626,2,6
null,-,pytest-dev__pytest-6197,pytest,True,True,1.0,0.16666666666666666,0.00909090909090909,1,6
null,-,pytest-dev__pytest-6202,pytest,True,False,1.0,0.0,0.0,1,1
null,-,pytest-dev__pytest-7205,pytest,False,False,0.0,0.0,0.00936768149882904,1,1
null,-,pytest-dev__pytest-7236,pytest,False,True,0.0,0.2,0.013544018058690745,1,5
null,-,pytest-dev__pytest-7324,pytest,False,False,0.0,0.0,0.015765765765765764,1,3
null,-,pytest-dev__pytest-7432,pytest,True,True,1.0,1.0,0.0,1,1
null,-,pytest-dev__pytest-7490,pytest,True,False,1.0,0.0,0.015873015873015872,1,2
null,-,pytest-dev__pytest-7521,pytest,False,False,0.0,,0.0,1,0
null,-,pytest-dev__pytest-7571,pytest,False,False,0.0,0.0,0.002325581395348837,1,2
null,-,pytest-dev__pytest-7982,pytest,False,False,0.0,0.0,0.002347417840375587,1,1
null,-,pytest-dev__pytest-8399,pytest,True,False,0.5,0.0,0.002288329519450801,2,5
null,-,scikit-learn__scikit-learn-10297,scikit-learn,False,False,0.0,0.0,0.057291666666666664,1,2
null,-,scikit-learn__scikit-learn-10844,scikit-learn,False,False,0.0,0.0,0.005633802816901409,1,1
null,-,scikit-learn__scikit-learn-10908,scikit-learn,False,False,0.0,0.0,0.005714285714285714,1,1
null,-,scikit-learn__scikit-learn-11310,scikit-learn,False,False,0.0,0.0,0.01652892561983471,1,3
null,-,scikit-learn__scikit-learn-11578,scikit-learn,False,False,0.0,0.0,0.0,1,1
null,-,scikit-learn__scikit-learn-12585,scikit-learn,True,True,1.0,1.0,0.008547008547008548,1,1
null,-,scikit-learn__scikit-learn-12682,scikit-learn,False,True,0.0,0.08333333333333333,0.01804123711340206,2,12
null,-,scikit-learn__scikit-learn-12973,scikit-learn,False,True,0.0,1.0,0.022222222222222223,1,1
null,-,scikit-learn__scikit-learn-13124,scikit-learn,False,False,0.0,0.0,0.019662921348314606,1,1
null,-,scikit-learn__scikit-learn-13135,scikit-learn,False,True,0.0,1.0,0.0028169014084507044,1,1
null,-,scikit-learn__scikit-learn-13142,scikit-learn,True,False,1.0,0.0,0.030470914127423823,1,1
null,-,scikit-learn__scikit-learn-13328,scikit-learn,False,True,0.0,1.0,0.014245014245014245,1,1
null,-,scikit-learn__scikit-learn-13439,scikit-learn,False,False,0.0,0.0,0.00847457627118644,1,1
null,-,scikit-learn__scikit-learn-13496,scikit-learn,False,False,0.0,0.0,0.03296703296703297,1,1
null,-,scikit-learn__scikit-learn-13779,scikit-learn,False,True,0.0,1.0,0.0028653295128939827,1,1
null,-,scikit-learn__scikit-learn-14053,scikit-learn,False,False,0.0,0.0,0.005649717514124294,1,1
null,-,scikit-learn__scikit-learn-14087,scikit-learn,False,True,0.0,1.0,0.005555555555555556,1,1
null,-,scikit-learn__scikit-learn-14141,scikit-learn,False,False,0.0,0.0,0.0,1,1
null,-,scikit-learn__scikit-learn-14496,scikit-learn,False,False,0.0,0.0,0.010958904109589041,1,4
null,-,scikit-learn__scikit-learn-14629,scikit-learn,False,True,0.0,0.3333333333333333,0.050397877984084884,1,3
null,-,scikit-learn__scikit-learn-14710,scikit-learn,False,False,0.0,0.0,0.005681818181818182,1,1
null,-,scikit-learn__scikit-learn-14894,scikit-learn,True,False,1.0,0.0,0.0056022408963585435,1,1
null,-,scikit-learn__scikit-learn-14983,scikit-learn,False,False,0.0,0.0,0.014124293785310734,1,3
null,-,scikit-learn__scikit-learn-15100,scikit-learn,False,False,0.0,0.0,0.01912568306010929,1,1
null,-,scikit-learn__scikit-learn-25102,scikit-learn,True,False,0.5,0.0,0.05483028720626632,2,3
null,-,scikit-learn__scikit-learn-25232,scikit-learn,False,False,0.0,0.0,0.0326975476839237,1,2
null,-,scikit-learn__scikit-learn-25747,scikit-learn,False,False,0.0,0.0,0.0113314447592068,1,1
null,-,scikit-learn__scikit-learn-25931,scikit-learn,False,True,0.0,0.3333333333333333,0.028720626631853787,1,3
null,-,scikit-learn__scikit-learn-25973,scikit-learn,False,True,0.0,0.5,0.02535211267605634,1,2
null,-,scikit-learn__scikit-learn-26194,scikit-learn,False,False,0.0,0.0,0.021739130434782608,1,1
null,-,scikit-learn__scikit-learn-26323,scikit-learn,False,False,0.0,0.0,0.005681818181818182,1,1
null,-,scikit-learn__scikit-learn-9288,scikit-learn,False,False,0.0,0.0,0.0028011204481792717,1,1
null,-,sympy__sympy-11618,sympy,False,False,0.0,0.0,0.012224938875305624,1,1
null,-,sympy__sympy-12096,sympy,False,False,0.0,0.0,0.007444168734491315,1,1
null,-,sympy__sympy-12419,sympy,False,False,0.0,0.0,0.0196078431372549,1,2
null,-,sympy__sympy-12481,sympy,False,False,0.0,,0.014527845036319613,1,0
null,-,sympy__sympy-12489,sympy,False,False,0.0,0.0,0.013605442176870748,1,21
null,-,sympy__sympy-13031,sympy,False,False,0.0,0.0,0.009732360097323601,1,2
null,-,sympy__sympy-13091,sympy,False,False,0.0,0.0,0.007334963325183374,21,3
null,-,sympy__sympy-13372,sympy,False,False,0.0,0.0,0.005012531328320802,1,1
null,-,sympy__sympy-13480,sympy,False,False,0.0,0.0,0.0,1,1
null,-,sympy__sympy-13551,sympy,False,False,0.0,0.0,0.009828009828009828,1,1
null,-,sympy__sympy-13615,sympy,False,False,0.0,0.0,0.02158273381294964,1,2
null,-,sympy__sympy-13647,sympy,False,False,0.0,0.0,0.0024875621890547263,1,1
null,-,sympy__sympy-13757,sympy,False,False,0.0,0.0,0.0,1,1
null,-,sympy__sympy-13798,sympy,True,False,1.0,,0.004889975550122249,1,0
null,-,sympy__sympy-13852,sympy,False,False,0.0,0.0,0.014150943396226415,1,3
null,-,sympy__sympy-13877,sympy,False,False,0.0,0.0,0.033482142857142856,2,7
null,-,sympy__sympy-13878,sympy,False,False,0.0,0.0,0.033185840707964605,1,27
null,-,sympy__sympy-13974,sympy,False,False,0.0,0.0,0.027842227378190254,1,3
null,-,sympy__sympy-14248,sympy,True,True,0.6666666666666666,0.25,0.030303030303030304,3,4
null,-,sympy__sympy-14531,sympy,True,False,1.0,0.0,0.018823529411764704,1,11
null,-,sympy__sympy-14711,sympy,False,False,0.0,,0.0025,1,0
null,-,sympy__sympy-14976,sympy,False,False,0.0,0.0,0.0049504950495049506,1,3
null,-,sympy__sympy-15017,sympy,False,False,0.0,0.0,0.004962779156327543,1,1
null,-,sympy__sympy-15345,sympy,False,False,0.0,0.0,0.0024813895781637717,1,2
null,-,sympy__sympy-15349,sympy,False,False,0.0,0.0,0.0,1,1
null,-,sympy__sympy-15599,sympy,False,False,0.0,0.0,0.021791767554479417,1,1
null,-,sympy__sympy-15809,sympy,False,False,0.0,0.0,0.017412935323383085,1,1
null,-,sympy__sympy-15875,sympy,False,False,0.0,0.0,0.0,1,1
null,-,sympy__sympy-15976,sympy,False,False,0.0,0.0,0.007246376811594203,1,3
null,-,sympy__sympy-16450,sympy,True,False,1.0,0.0,0.007481296758104738,1,1
null,-,sympy__sympy-16597,sympy,False,False,0.0,0.0,0.029213483146067417,6,5
null,-,sympy__sympy-16766,sympy,False,False,0.0,0.0,0.014778325123152709,1,2
null,-,sympy__sympy-16792,sympy,False,False,0.0,0.0,0.016908212560386472,1,2
null,-,sympy__sympy-16886,sympy,False,False,0.0,0.0,0.0,1,1
null,-,sympy__sympy-17139,sympy,True,False,1.0,0.0,0.005,1,1
null,-,sympy__sympy-17318,sympy,True,False,1.0,0.0,0.021844660194174758,2,3
null,-,sympy__sympy-17630,sympy,False,False,0.0,0.0,0.0024752475247524753,1,1
null,-,sympy__sympy-17655,sympy,False,False,0.0,,0.0049382716049382715,1,0
null,-,sympy__sympy-18189,sympy,False,False,0.0,0.0,0.0024937655860349127,1,1
null,-,sympy__sympy-18199,sympy,False,False,0.0,0.0,0.0228310502283105,1,3
null,-,sympy__sympy-18211,sympy,False,False,0.0,,0.012077294685990338,1,0
null,-,sympy__sympy-18698,sympy,False,False,0.0,0.0,0.007246376811594203,1,1
null,-,sympy__sympy-18763,sympy,True,False,1.0,0.0,0.0024875621890547263,1,1
null,-,sympy__sympy-19040,sympy,False,False,0.0,0.0,0.0,1,1
null,-,sympy__sympy-19346,sympy,False,False,0.0,0.0,0.014669926650366748,1,4
null,-,sympy__sympy-19495,sympy,False,False,0.0,0.0,0.03773584905660377,1,2
null,-,sympy__sympy-19637,sympy,False,False,0.0,0.0,0.0024937655860349127,1,1
null,-,sympy__sympy-19783,sympy,False,False,0.0,0.0,0.014563106796116505,2,1
null,-,sympy__sympy-19954,sympy,False,False,0.0,0.0,0.007352941176470588,1,1
null,-,sympy__sympy-20154,sympy,False,False,0.0,0.0,0.02358490566037736,1,1
null,-,sympy__sympy-20428,sympy,False,False,0.0,,0.005012531328320802,1,0
null,-,sympy__sympy-20438,sympy,False,False,0.0,0.0,0.02127659574468085,3,4
null,-,sympy__sympy-20590,sympy,False,False,0.0,0.0,0.02195121951219512,1,1
null,-,sympy__sympy-20801,sympy,False,False,0.0,,0.005,1,0
null,-,sympy__sympy-20916,sympy,True,True,1.0,1.0,0.009828009828009828,1,1
null,-,sympy__sympy-21379,sympy,False,False,0.0,0.0,0.00975609756097561,1,2
null,-,sympy__sympy-21596,sympy,False,False,0.0,0.0,0.038901601830663615,1,2
null,-,sympy__sympy-21612,sympy,True,False,1.0,0.0,0.004987531172069825,1,1
null,-,sympy__sympy-21847,sympy,False,False,0.0,0.0,0.0,1,1
null,-,sympy__sympy-21930,sympy,False,False,0.0,0.0,0.004987531172069825,1,1
null,-,sympy__sympy-22080,sympy,True,True,1.0,1.0,0.045346062052505964,2,1
null,-,sympy__sympy-22456,sympy,False,True,0.0,0.16666666666666666,0.01932367149758454,1,6
null,-,sympy__sympy-22714,sympy,False,False,0.0,,0.007462686567164179,1,0
null,-,sympy__sympy-22914,sympy,False,False,0.0,,0.0,1,0
null,-,sympy__sympy-23262,sympy,False,False,0.0,0.0,0.0,1,1
null,-,sympy__sympy-23413,sympy,False,False,0.0,0.0,0.02142857142857143,1,1
null,-,sympy__sympy-23534,sympy,False,False,0.0,0.0,0.004975124378109453,1,1
null,-,sympy__sympy-23824,sympy,False,False,0.0,0.0,0.0024752475247524753,1,1
null,-,sympy__sympy-23950,sympy,False,False,0.0,0.0,0.004987531172069825,1,1
null,-,sympy__sympy-24066,sympy,False,False,0.0,0.0,0.012285012285012284,1,1
null,-,sympy__sympy-24213,sympy,False,False,0.0,0.0,0.0024813895781637717,1,1
null,-,sympy__sympy-24443,sympy,False,False,0.0,0.0,0.033632286995515695,1,1
null,-,sympy__sympy-24539,sympy,False,False,0.0,0.0,0.012224938875305624,1,1
null,-,sympy__sympy-24562,sympy,False,False,0.0,,0.0,1,0
null,-,sympy__sympy-24661,sympy,False,False,0.0,0.0,0.0117096018735363,1,3
